metric_name,condition,subject_id,split,value,seed,checkpoint
retrieval/top1,correct,sub-01,test,0.02,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top5,correct,sub-01,test,0.08,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top10,correct,sub-01,test,0.13,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,correct,sub-01,test,76.15,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,correct,sub-01,test,65.5,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,correct,sub-01,test,0.5915919542312622,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mse,correct,sub-01,test,0.5365670924750685,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mae,correct,sub-01,test,0.564370988334343,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mean_cosine,correct,sub-01,test,0.5915919525685873,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mean_pearson,correct,sub-01,test,0.10629518079659435,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top1,correct,all,test,0.02,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top5,correct,all,test,0.08,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top10,correct,all,test,0.13,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,correct,all,test,76.15,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,correct,all,test,65.5,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,correct,all,test,0.5915919542312622,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top1,permuted,sub-01,test,0.005,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top5,permuted,sub-01,test,0.02,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top10,permuted,sub-01,test,0.025,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,permuted,sub-01,test,101.94,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,permuted,sub-01,test,98.0,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,permuted,sub-01,test,0.5625052452087402,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mse,permuted,sub-01,test,0.5735383463629457,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mae,permuted,sub-01,test,0.5827457115441924,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mean_cosine,permuted,sub-01,test,0.5625052640116046,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mean_pearson,permuted,sub-01,test,0.0005605464453122071,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top1,permuted,all,test,0.005,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top5,permuted,all,test,0.02,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top10,permuted,all,test,0.025,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,permuted,all,test,101.94,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,permuted,all,test,98.0,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,permuted,all,test,0.5625052452087402,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top1,zero,sub-01,test,0.005,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top5,zero,sub-01,test,0.025,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/top10,zero,sub-01,test,0.05,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,zero,sub-01,test,100.5,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,zero,sub-01,test,100.5,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,zero,sub-01,test,0.5516836047172546,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mse,zero,sub-01,test,0.4344700390148377,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mae,zero,sub-01,test,0.5161234429280982,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
embedding/mean_cosine,zero,sub-01,test,0.5516836412521535,42,outputs\exp01_eeg_to_clip\checkpoints\best.pt
