metric_name,condition,subject_id,split,value,seed,checkpoint
embedding/mean_cosine,zero,sub-01,test,0.1117863283883139,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
embedding/mean_pearson,zero,sub-01,test,0.0,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top1,zero,all,test,0.005,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top5,zero,all,test,0.025,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top10,zero,all,test,0.05,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,zero,all,test,100.5,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,zero,all,test,100.5,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,zero,all,test,0.11178632825613022,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top1,noise,sub-01,test,0.005,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top5,noise,sub-01,test,0.02,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top10,noise,sub-01,test,0.05,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,noise,sub-01,test,100.49,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,noise,sub-01,test,96.0,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,noise,sub-01,test,0.23491619527339935,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
embedding/mse,noise,sub-01,test,0.4833242396215593,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
embedding/mae,noise,sub-01,test,0.45764711777038447,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
embedding/mean_cosine,noise,sub-01,test,0.23491620756683665,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
embedding/mean_pearson,noise,sub-01,test,0.0029179489165995845,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top1,noise,all,test,0.005,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top5,noise,all,test,0.02,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/top10,noise,all,test,0.05,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,noise,all,test,100.49,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,noise,all,test,96.0,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,noise,all,test,0.23491619527339935,42,outputs\exp01_raw_frequency_0_5_40_eeg_to_clip\checkpoints\best.pt
