metric_name,condition,subject_id,split,value,seed,checkpoint
embedding/mae,noise,sub-01,test,0.4984040921817791,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_cosine,noise,sub-01,test,0.3635735965959293,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_pearson,noise,sub-01,test,0.004799040143479619,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mse,noise,sub-01,test,15.640059592171081,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mae,noise,sub-01,test,1.870543347430362,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mean_pearson,noise,sub-01,test,-0.0026378597197736784,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,noise,all,test,0.0,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,noise,all,test,0.02,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,noise,all,test,0.05,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,noise,all,test,98.9,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,noise,all,test,96.5,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,noise,all,test,0.3635736107826233,42,outputs\exp03_raw_train_independent_trials_eeg_lowlevel_multitask\checkpoints\best.pt
