condition,mean_clip_similarity,median_clip_similarity,clip_top1,clip_top5,mean_pixel_mse,mean_ssim,mean_lpips
correct,0.6850621700286865,0.6780838370323181,0.13836477987421383,0.4339622641509434,0.1316092163324356,0.13156014680862427,0.7321649789810181
permuted,0.5802038311958313,0.5833563804626465,0.025157232704402517,0.05660377358490566,0.13875024020671844,0.1176343709230423,0.7820971012115479
zero,0.5823756456375122,0.5753093957901001,0.006289308176100629,0.031446540880503145,0.12744022905826569,0.08857645839452744,0.7496745586395264
