metric_name,condition,subject_id,split,value,seed,checkpoint
retrieval/top1,correct,sub-01,test,0.035,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/top5,correct,sub-01,test,0.12,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/top10,correct,sub-01,test,0.165,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,correct,sub-01,test,72.945,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,correct,sub-01,test,65.5,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,correct,sub-01,test,0.296362042427063,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
embedding/mse,correct,sub-01,test,0.514079840401036,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
embedding/mae,correct,sub-01,test,0.49471610543733807,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
embedding/mean_cosine,correct,sub-01,test,0.29636200653463685,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
embedding/mean_pearson,correct,sub-01,test,0.08167830122924165,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/top1,correct,all,test,0.035,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/top5,correct,all,test,0.12,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/top10,correct,all,test,0.165,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,correct,all,test,72.945,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,correct,all,test,65.5,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,correct,all,test,0.296362042427063,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
retrieval/top1,permuted,sub-01,test,0.0,42,outputs\exp01_raw_temporal_100_600_eeg_to_clip\checkpoints\best.pt
