epoch,global_step,lr,train_total,train_clip_cosine,train_clip_infonce,train_lowlevel_mse,val_loss,val_top1,val_top5,val_top10,val_mean_rank,val_mean_cosine,best_metric,is_best,seconds
0,232,2.510775862068966e-05,9.8777558844665,0.448628232782257,5.602709474234746,15.30567284699144,9.430938849858535,0.0006045949214026602,0.003022974607013301,0.006045949214026602,825.5858524788392,0.7447553873062134,0.003022974607013301,1,19.8
1,464,5e-05,9.674601497321293,0.25631515835893565,5.599524530871161,15.275047162483478,9.424461598840272,0.0006045949214026602,0.003022974607013301,0.006045949214026602,802.2617896009674,0.7371124029159546,0.003022974607013301,0,14.4
2,696,4.99871554050172e-05,9.652444790149557,0.2607214928701006,5.574561891884639,15.26864557430662,9.407187178172396,0.0012091898428053204,0.006045949214026602,0.010278113663845224,748.6287787182588,0.718423068523407,0.006045949214026602,1,14.0
3,928,4.994863481875841e-05,9.600873955364886,0.26744984809694616,5.527147145106874,15.225107937023557,9.326199657251065,0.0012091898428053204,0.008464328899637243,0.012696493349455865,683.984885126965,0.7071827054023743,0.008464328899637243,1,14.7
4,1160,4.9884477823729956e-05,9.531722853923666,0.2790347201556995,5.461089627496127,15.16639415149031,9.22576458710713,0.0024183796856106408,0.011487303506650543,0.024788391777509067,619.1360338573156,0.7027519941329956,0.011487303506650543,1,14.3
5,1392,4.979475034558115e-05,9.464182376861572,0.2915753997091589,5.396020971495529,15.10634397638255,9.143290322521722,0.0036275695284159614,0.013301088270858524,0.02418379685610641,578.8875453446191,0.6912499070167542,0.013301088270858524,1,14.6
6,1624,4.967954458536126e-05,9.410323438973263,0.3016577392559627,5.3468567749549605,15.047235529998254,9.108126583814332,0.004232164449818622,0.015114873035066506,0.030229746070133012,559.3966142684401,0.683791995048523,0.015114873035066506,1,14.7
7,1856,4.9538978924776634e-05,9.364462318091556,0.31024295592616347,5.304532889662118,14.998745959380578,9.101234506378727,0.0024183796856106408,0.016324062877871828,0.02599758162031439,551.0284159613059,0.6723726987838745,0.016324062877871828,1,14.4
8,2088,4.937319780454559e-05,9.326117478567978,0.3178862465609764,5.2687974304988465,14.957735193186792,9.101853057003368,0.0024183796856106408,0.016928657799274487,0.03083434099153567,549.3397823458283,0.6606054902076721,0.016928657799274487,1,14.7
9,2320,4.9182371575975736e-05,9.286361780659906,0.3247697416307597,5.233883874169711,14.910832540742282,9.016645642549268,0.0024183796856106408,0.019347037484885126,0.03385731559854897,517.9074969770254,0.6661369800567627,0.019347037484885126,1,14.3
10,2552,4.8966696325916515e-05,9.25222859300416,0.3320432411956376,5.202228842110469,14.871825999227063,9.02209381324925,0.0018137847642079807,0.015719467956469165,0.036275695284159616,514.4141475211608,0.6551206111907959,0.019347037484885126,0,14.3
11,2784,4.8726393675266716e-05,9.219089343630035,0.33799995135130556,5.171365885898985,14.838894009590149,9.0186546860756,0.0024183796856106408,0.015719467956469165,0.03325272067714631,519.8494558645707,0.6516891121864319,0.019347037484885126,0,13.8
12,3016,4.846171055124401e-05,9.189732399480096,0.34404643792016754,5.143787449803845,14.807594032123172,8.954078704298912,0.0036275695284159614,0.019347037484885126,0.036275695284159616,495.7956469165659,0.655281126499176,0.019347037484885126,0,13.7
13,3248,4.817291893365055e-05,9.151906066927417,0.3499043671221569,5.112466861461771,14.758139236219998,8.968051842363167,0.0036275695284159614,0.018137847642079808,0.03869407496977025,490.5707376058041,0.6411783695220947,0.019347037484885126,0,14.0
14,3480,4.7860315575395316e-05,9.1240532973717,0.35515118197634304,5.0884923112803495,14.721639102902905,8.93927272026311,0.004232164449818622,0.02539298669891173,0.044135429262394194,479.92382103990326,0.6383028626441956,0.02539298669891173,1,14.0
