metric_name,condition,subject_id,split,value,seed,checkpoint
retrieval/top1,correct,sub-01,test,0.005,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,correct,sub-01,test,0.085,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,correct,sub-01,test,0.16,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,correct,sub-01,test,77.34,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,correct,sub-01,test,66.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,correct,sub-01,test,0.450185090303421,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mse,correct,sub-01,test,0.5551585415294998,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mae,correct,sub-01,test,0.5746097969451481,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_cosine,correct,sub-01,test,0.4501850854978119,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_pearson,correct,sub-01,test,0.1253364114943939,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mse,correct,sub-01,test,14.012258553943362,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mae,correct,sub-01,test,1.8416526025418596,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mean_pearson,correct,sub-01,test,0.016635627787674998,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,correct,all,test,0.005,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,correct,all,test,0.085,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,correct,all,test,0.16,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,correct,all,test,77.34,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,correct,all,test,66.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,correct,all,test,0.450185090303421,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,permuted,sub-01,test,0.005,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,permuted,sub-01,test,0.03,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,permuted,sub-01,test,0.065,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,permuted,sub-01,test,101.77,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,permuted,sub-01,test,103.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,permuted,sub-01,test,0.41431960463523865,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mse,permuted,sub-01,test,0.5936011514275034,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mae,permuted,sub-01,test,0.5920932351381453,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_cosine,permuted,sub-01,test,0.41431959783448674,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_pearson,permuted,sub-01,test,-0.004568123972089606,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mse,permuted,sub-01,test,14.910675035942413,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mae,permuted,sub-01,test,1.8575715282793306,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mean_pearson,permuted,sub-01,test,0.002082521682125853,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,permuted,all,test,0.005,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,permuted,all,test,0.03,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,permuted,all,test,0.065,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,permuted,all,test,101.77,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,permuted,all,test,103.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,permuted,all,test,0.41431960463523865,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,zero,sub-01,test,0.005,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,zero,sub-01,test,0.025,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,zero,sub-01,test,0.05,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,zero,sub-01,test,100.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,zero,sub-01,test,100.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,zero,sub-01,test,0.39054587483406067,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mse,zero,sub-01,test,0.6004814098854148,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mae,zero,sub-01,test,0.5909032077541148,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_cosine,zero,sub-01,test,0.3905459163249788,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_pearson,zero,sub-01,test,0.0,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mse,zero,sub-01,test,15.731699901135764,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mae,zero,sub-01,test,1.8787422441525745,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mean_pearson,zero,sub-01,test,0.0,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,zero,all,test,0.005,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,zero,all,test,0.025,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,zero,all,test,0.05,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,zero,all,test,100.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,zero,all,test,100.5,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,zero,all,test,0.39054587483406067,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,noise,sub-01,test,0.005,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,noise,sub-01,test,0.055,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,noise,sub-01,test,0.075,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,noise,sub-01,test,100.07,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,noise,sub-01,test,103.0,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,noise,sub-01,test,0.43628036975860596,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mse,noise,sub-01,test,0.47766614190713236,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mae,noise,sub-01,test,0.5239426188872592,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_cosine,noise,sub-01,test,0.43628037504366185,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_pearson,noise,sub-01,test,0.004173577963603725,42,outputs\exp03_63_eeg_lowlevel_multitask\checkpoints\best.pt
