epoch,global_step,lr,train_total,train_clip_cosine,train_clip_infonce,train_lowlevel_mse,val_loss,val_top1,val_top5,val_top10,val_mean_rank,val_mean_cosine,best_metric,is_best,seconds
0,58,2.543103448275862e-05,6.273296635726402,0.6730220590172142,5.600274579278354,,5.828860709572069,0.0006045949214026602,0.003022974607013301,0.008464328899637243,828.4171704957679,0.7181099057197571,0.003022974607013301,1,17.7
1,116,5e-05,5.85754289298222,0.26102959236194345,5.596513287774448,,5.80423366980224,0.0006045949214026602,0.0024183796856106408,0.007255139056831923,825.9540507859734,0.7398923635482788,0.003022974607013301,0,7.2
2,174,4.99871554050172e-05,5.833928173985974,0.26331051361971886,5.57061767578125,,5.785925577456602,0.0,0.003022974607013301,0.007255139056831923,751.0949214026602,0.7170861959457397,0.003022974607013301,0,7.0
3,232,4.994863481875841e-05,5.769247803194769,0.2774940323213051,5.491753742612642,,5.766543275355716,0.0,0.006650544135429262,0.012696493349455865,712.1765417170495,0.7018229365348816,0.006650544135429262,1,7.0
4,290,4.9884477823729956e-05,5.7102287802202945,0.2936831722999441,5.416545604837352,,5.732976077401508,0.0006045949214026602,0.004232164449818622,0.011487303506650543,676.447400241838,0.6892979741096497,0.006650544135429262,0,7.1
5,348,4.979475034558115e-05,5.65956215200753,0.30810763095987254,5.351454504604997,,5.71769525408024,0.0012091898428053204,0.007255139056831923,0.012696493349455865,647.8071342200725,0.6731775999069214,0.007255139056831923,1,7.2
6,406,4.967954458536126e-05,5.613577596072493,0.32315945984988376,5.29041809871279,,5.715829100257108,0.0,0.010882708585247884,0.018137847642079808,625.878476420798,0.6517079472541809,0.010882708585247884,1,7.0
7,464,4.9538978924776634e-05,5.563628114503006,0.3385901502494154,5.225037936506601,,5.697679267108368,0.0012091898428053204,0.007859733978234583,0.015114873035066506,603.1154776299879,0.6422336101531982,0.010882708585247884,0,7.1
8,522,4.937319780454559e-05,5.526769506520238,0.34840886500375023,5.178360643057988,,5.706237537540865,0.0024183796856106408,0.012091898428053204,0.018742442563482467,593.8494558645707,0.624570369720459,0.012091898428053204,1,7.1
9,580,4.9182371575975736e-05,5.480682718342748,0.362828002407633,5.117854677397629,,5.713376953351022,0.0024183796856106408,0.009673518742442563,0.01995163240628779,581.8216444981862,0.6107354760169983,0.012091898428053204,0,6.8
10,638,4.8966696325916515e-05,5.442559209363214,0.37480912691560286,5.06775007576778,,5.711881393100503,0.0018137847642079807,0.007859733978234583,0.02176541717049577,567.2261185006046,0.6011109948158264,0.012091898428053204,0,6.9
11,696,4.8726393675266716e-05,5.392990021870054,0.38780067193097084,5.005189369464743,,5.73073083169515,0.0018137847642079807,0.008464328899637243,0.018137847642079808,561.2472793228537,0.5748192071914673,0.012091898428053204,0,7.0
12,754,4.846171055124401e-05,5.357068283804532,0.40045841706210167,4.956609857493434,,5.766186941347502,0.0006045949214026602,0.007255139056831923,0.018137847642079808,573.3802902055622,0.5609590411186218,0.012091898428053204,0,7.1
13,812,4.817291893365055e-05,5.316144079997621,0.41157156588702365,4.9045725197627625,,5.736989280188674,0.0018137847642079807,0.010882708585247884,0.021160822249093107,547.4044740024184,0.5513912439346313,0.012091898428053204,0,7.0
14,870,4.7860315575395316e-05,5.27823176055119,0.4190216475519641,4.859210112999225,,5.7693601905795076,0.0024183796856106408,0.009068923821039904,0.017533252720677146,547.024183796856,0.5275101661682129,0.012091898428053204,0,6.9
15,928,4.752422169756048e-05,5.2405963026244065,0.43070189603443804,4.809894430226293,,5.763134120309223,0.0024183796856106408,0.013301088270858524,0.022974607013301087,540.0217654171705,0.5171534419059753,0.013301088270858524,1,7.1
16,986,4.716498265932501e-05,5.202046221700208,0.44266803459874515,4.759378170144969,,5.769158388712098,0.0018137847642079807,0.012091898428053204,0.024788391777509067,533.6850060459492,0.5009225606918335,0.013301088270858524,0,6.9
17,1044,4.678296760308474e-05,5.167307417968224,0.4511255205705248,4.7161819194925245,,5.782386586628629,0.0024183796856106408,0.011487303506650543,0.026602176541717048,540.5169286577993,0.4955369830131531,0.013301088270858524,0,7.0
18,1102,4.637856907513366e-05,5.121754975154482,0.46126942079642724,4.660485563607051,,5.789024605572296,0.0012091898428053204,0.013905683192261185,0.02418379685610641,530.671100362757,0.48301953077316284,0.013905683192261185,1,7.0
19,1160,4.595220262229601e-05,5.085246151891248,0.46989660633021385,4.615349539395036,,5.804571256672168,0.0018137847642079807,0.015114873035066506,0.02418379685610641,532.3567110036275,0.4717063009738922,0.015114873035066506,1,7.0
20,1218,4.55043063649239e-05,5.046343170363327,0.47891606133559655,4.567427141913052,,5.832231406289115,0.0018137847642079807,0.012091898428053204,0.02357920193470375,537.0912938331318,0.45351821184158325,0.015114873035066506,0,6.9
