epoch,global_step,lr,train_total,train_clip_cosine,train_clip_infonce,train_lowlevel_mse,val_loss,val_top1,val_top5,val_top10,val_mean_rank,val_mean_cosine,best_metric,is_best,seconds
0,138,5.0362318840579715e-05,6.7519840986832325,0.6229425133138463,2.718102911244268,13.643754620482957,5.467273576472833,0.14329268292682926,0.3628048780487805,0.5172764227642277,24.929878048780488,0.5066694617271423,0.3628048780487805,1,56.6
1,276,0.0001,5.270845568698386,0.4929385005995847,1.6640192460322725,12.455551285674607,4.969363786340729,0.20121951219512196,0.47052845528455284,0.6260162601626016,16.270325203252032,0.49267876148223877,0.47052845528455284,1,52.7
2,414,9.99743108100344e-05,4.486847576887711,0.469295104128727,1.1915473937988281,11.304020245869955,4.644441934135871,0.25203252032520324,0.5721544715447154,0.7032520325203252,12.419715447154472,0.5018938779830933,0.5721544715447154,1,51.6
3,552,9.989726963751682e-05,3.7891671398411626,0.42556288233701733,0.8204986634461776,10.1724224574324,4.552300654775728,0.2896341463414634,0.6128048780487805,0.7327235772357723,11.518292682926829,0.5107155442237854,0.6128048780487805,1,51.9
4,690,9.976895564745991e-05,3.28333746695864,0.3833380540211995,0.5986608664194742,9.205354165339816,4.547630771388852,0.2997967479674797,0.6046747967479674,0.7398373983739838,12.242886178861788,0.5351644158363342,0.6128048780487805,0,48.0
5,828,9.95895006911623e-05,2.9075081642123237,0.34511357783407404,0.46349559141241986,8.395595965178117,4.5429593101749575,0.27540650406504064,0.5975609756097561,0.7184959349593496,13.858739837398375,0.5463858246803284,0.6128048780487805,0,48.1
6,966,9.935908917072252e-05,2.612023797588072,0.3147910965093668,0.3805827057879904,7.6665999958480615,4.530006718829395,0.2845528455284553,0.5955284552845529,0.7184959349593496,14.385162601626016,0.564415454864502,0.6128048780487805,0,48.1
7,1104,9.907795784955327e-05,2.3692008066868437,0.29003190886283264,0.3244982854179714,7.018682445304981,4.561206833133853,0.2926829268292683,0.5955284552845529,0.7306910569105691,14.15548780487805,0.5749559998512268,0.6128048780487805,0,47.7
8,1242,9.874639560909117e-05,2.17007512372473,0.2694339557834294,0.28328210892884625,6.469436244688172,4.534463797158342,0.2804878048780488,0.5965447154471545,0.7276422764227642,14.939024390243903,0.5956786870956421,0.6128048780487805,0,48.4
9,1380,9.836474315195147e-05,2.003161224766054,0.2525643479564916,0.25677770980890247,5.9752766705941465,4.577103401587261,0.2632113821138211,0.5934959349593496,0.7052845528455285,14.933943089430894,0.6094933748245239,0.6128048780487805,0,48.4
10,1518,9.793339265183303e-05,1.8638795121856357,0.23776520788669586,0.23465266435042673,5.565846571023913,4.590885391080283,0.28353658536585363,0.5955284552845529,0.7195121951219512,15.402439024390244,0.6125442385673523,0.6128048780487805,0,47.9
11,1656,9.745278735053343e-05,1.741038725859877,0.2253602251842402,0.21641250969707101,5.197063947069472,4.594230609211495,0.27439024390243905,0.5772357723577236,0.7063008130081301,15.889227642276422,0.6195528507232666,0.6128048780487805,0,50.0
12,1794,9.692342110248802e-05,1.6348615288734436,0.21499379789051803,0.2027741273244222,4.8683744167936025,4.617653373780289,0.258130081300813,0.5823170731707317,0.7144308943089431,16.747967479674795,0.6285710334777832,0.6128048780487805,0,48.1
13,1932,9.63458378673011e-05,1.5370336218156677,0.20569938550824704,0.18931436452312747,4.568079499230868,4.60485511485154,0.26727642276422764,0.5640243902439024,0.7002032520325203,17.346544715447155,0.636793851852417,0.6128048780487805,0,47.7
