condition,mean_clip_similarity,median_clip_similarity,clip_top1,clip_top5,mean_pixel_mse,mean_ssim,mean_lpips
correct,0.7253553867340088,0.7299308776855469,0.2578616352201258,0.6289308176100629,0.12521685659885406,0.13710911571979523,0.7161942720413208
permuted,0.6236304640769958,0.6140367984771729,0.05660377358490566,0.18238993710691823,0.1292259395122528,0.12222237139940262,0.7600243091583252
zero,0.6093651652336121,0.6033628582954407,0.0880503144654088,0.2138364779874214,0.13094687461853027,0.10471298545598984,0.7323514223098755
permuted_text,0.6393978595733643,0.635610044002533,0.050314465408805034,0.20754716981132076,0.12736016511917114,0.13002577424049377,0.7357668280601501
