epoch,global_step,lr,train_total,train_clip_cosine,train_clip_infonce,train_lowlevel_mse,val_loss,val_top1,val_top5,val_top10,val_mean_rank,val_mean_cosine,best_metric,is_best,seconds
0,232,5.021551724137932e-05,6.046664762085881,0.4438411060335307,5.602823652070144,,5.799670364144635,0.0006045949214026602,0.003022974607013301,0.006650544135429262,823.3536880290205,0.7431555986404419,0.003022974607013301,1,11.2
1,464,0.0001,5.85330729854518,0.25808634223609134,5.595220960419754,,5.807502516523958,0.0006045949214026602,0.0024183796856106408,0.006650544135429262,802.5,0.7276366353034973,0.003022974607013301,0,5.6
2,696,9.99743108100344e-05,5.838555496314476,0.2613644530547076,5.577191056876347,,5.807584471973572,0.0,0.003022974607013301,0.007255139056831923,779.6632406287787,0.7196304798126221,0.003022974607013301,0,5.4
3,928,9.989726963751682e-05,5.820650164423318,0.2646045358530406,5.556045614439865,,5.813207965375723,0.0012091898428053204,0.0048367593712212815,0.009068923821039904,746.1064087061669,0.7039857506752014,0.0048367593712212815,1,5.8
4,1160,9.976895564745991e-05,5.802494079902254,0.26828407406293114,5.534209991323537,,5.775047497132381,0.0006045949214026602,0.005441354292623942,0.012091898428053204,732.9951632406288,0.7129656672477722,0.005441354292623942,1,5.7
5,1392,9.95895006911623e-05,5.781622268002609,0.27247512610308056,5.509147117877829,,5.749331250011993,0.0036275695284159614,0.007859733978234583,0.012696493349455865,692.226723095526,0.7036863565444946,0.007859733978234583,1,5.5
6,1624,9.935908917072252e-05,5.75644156439551,0.2764803521848958,5.479961214394405,,5.684361140125464,0.003022974607013301,0.007859733978234583,0.01995163240628779,650.9401451027811,0.7070473432540894,0.007859733978234583,0,5.5
7,1856,9.907795784955327e-05,5.7293332506870405,0.2809844717126468,5.448348785268849,,5.6793578907829385,0.0018137847642079807,0.009673518742442563,0.020556227327690448,636.093107617896,0.6968943476676941,0.009673518742442563,1,5.7
8,2088,9.874639560909117e-05,5.70368813029651,0.2863903720060299,5.417297774347766,,5.643176109355479,0.0036275695284159614,0.013905683192261185,0.030229746070133012,606.6033857315599,0.6953173875808716,0.013905683192261185,1,5.9
9,2320,9.836474315195147e-05,5.681408723880505,0.2912803316681549,5.390128398763722,,5.618245481147444,0.0018137847642079807,0.011487303506650543,0.02902055622732769,589.1614268440145,0.6897530555725098,0.013905683192261185,0,5.5
10,2552,9.793339265183303e-05,5.662164044791255,0.2962516989430477,5.3659123387830014,,5.613284123707856,0.0036275695284159614,0.015114873035066506,0.03083434099153567,576.9733978234583,0.6837000250816345,0.015114873035066506,1,5.5
11,2784,9.745278735053343e-05,5.641808053542828,0.3008511125527579,5.3409569345671555,,5.581215255349838,0.003022974607013301,0.013301088270858524,0.02962515114873035,569.475816203144,0.6877633929252625,0.015114873035066506,0,5.5
12,3016,9.692342110248802e-05,5.626063562672714,0.30506411528792876,5.320999457918364,,5.575931528315146,0.0024183796856106408,0.013905683192261185,0.034461910519951636,565.0550181378477,0.6858957409858704,0.015114873035066506,0,5.6
13,3248,9.63458378673011e-05,5.610236669408864,0.3089978494520845,5.301238816359947,,5.597993880690513,0.003022974607013301,0.017533252720677146,0.032648125755743655,560.7279322853688,0.6695175170898438,0.017533252720677146,1,5.5
14,3480,9.572063115079063e-05,5.592757282585933,0.3135290318008127,5.2792282597772004,,5.555670510468489,0.003022974607013301,0.020556227327690448,0.035671100362756954,545.5054413542927,0.6759461164474487,0.020556227327690448,1,5.6
15,3712,9.504844339512095e-05,5.581235834236803,0.3171161971986294,5.264119625091553,,5.53225189079829,0.0024183796856106408,0.021160822249093107,0.03506650544135429,532.9407496977026,0.6726574897766113,0.021160822249093107,1,5.5
16,3944,9.432996531865002e-05,5.56717135371833,0.32133634504059266,5.245835008292363,,5.554131532666761,0.004232164449818622,0.018137847642079808,0.03385731559854897,540.9214026602176,0.6672381162643433,0.021160822249093107,0,5.6
17,4176,9.356593520616948e-05,5.553900774182944,0.32498375082324293,5.228917023231244,,5.5250430009096965,0.004232164449818622,0.02357920193470375,0.035671100362756954,520.6009673518743,0.6637523770332336,0.02357920193470375,1,5.5
18,4408,9.275713815026731e-05,5.540635561120921,0.328898241550758,5.211737303898253,,5.522300107303237,0.0048367593712212815,0.024788391777509067,0.03506650544135429,512.9461910519951,0.6523676514625549,0.024788391777509067,1,5.4
19,4640,9.190440524459203e-05,5.527879881447759,0.33308614135302345,5.194793734057196,,5.520509817868363,0.0048367593712212815,0.022370012091898428,0.04171704957678356,515.5574365175332,0.6566269993782043,0.024788391777509067,0,5.3
20,4872,9.10086127298478e-05,5.519837562380166,0.33653933709037714,5.1832982096178775,,5.51524040402063,0.003022974607013301,0.02418379685610641,0.04171704957678356,505.89056831922613,0.6491162180900574,0.024788391777509067,0,5.4
21,5104,9.007068109339784e-05,5.504211859456424,0.34034811332821846,5.163863741118332,,5.484258344412715,0.004232164449818622,0.02357920193470375,0.03869407496977025,494.28839177750905,0.6526976227760315,0.024788391777509067,0,5.6
22,5336,8.90915741234015e-05,5.4937333608495775,0.3442512223946637,5.149482135114999,,5.494778367887817,0.005441354292623942,0.02539298669891173,0.04171704957678356,495.58222490931075,0.6451409459114075,0.02539298669891173,1,5.9
23,5568,8.807229791845673e-05,5.482370222436971,0.348899532109499,5.133470699704927,,5.5377399843578035,0.003022974607013301,0.016928657799274487,0.0380894800483676,512.3210399032648,0.6352043151855469,0.02539298669891173,0,6.0
24,5800,8.701389985376578e-05,5.47285102564713,0.3523190535348037,5.1205319700569945,,5.519492808968153,0.005441354292623942,0.022974607013301087,0.04232164449818621,500.54353083434097,0.6313164830207825,0.02539298669891173,0,5.7
25,6032,8.591746750488639e-05,5.4585709962351565,0.35724590063608924,5.1013250844231965,,5.495049969028533,0.004232164449818622,0.02720677146311971,0.0471584038694075,488.8210399032648,0.6310210227966309,0.02720677146311971,1,5.6
26,6264,8.478412753017433e-05,5.450062552402759,0.3609134019191923,5.089149146244444,,5.505802565647296,0.006045949214026602,0.022974607013301087,0.04534461910519952,492.8585247883918,0.6247326731681824,0.02720677146311971,0,5.9
27,6496,8.361504451306585e-05,5.4394730267853575,0.36527699938622016,5.074196026243013,,5.459452611791756,0.004232164449818622,0.02539298669891173,0.04050785973397823,473.7279322853688,0.6363496780395508,0.02720677146311971,0,5.8
