metric_name,condition,subject_id,split,value,seed,checkpoint
retrieval/top1,correct,sub-01,test,0.05,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,correct,sub-01,test,0.12,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,correct,sub-01,test,0.175,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,correct,sub-01,test,69.48,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,correct,sub-01,test,58.0,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,correct,sub-01,test,0.3073045015335083,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mse,correct,sub-01,test,0.49474696838168625,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mae,correct,sub-01,test,0.48546316946840495,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_cosine,correct,sub-01,test,0.30730450274518617,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_pearson,correct,sub-01,test,0.10764604008511876,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mse,correct,sub-01,test,13.885412746822759,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mae,correct,sub-01,test,1.841799416068243,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mean_pearson,correct,sub-01,test,0.013695047633859772,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,correct,all,test,0.05,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,correct,all,test,0.12,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,correct,all,test,0.175,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,correct,all,test,69.48,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,correct,all,test,58.0,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,correct,all,test,0.3073045015335083,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,permuted,sub-01,test,0.015,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,permuted,sub-01,test,0.035,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,permuted,sub-01,test,0.06,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,permuted,sub-01,test,97.425,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,permuted,sub-01,test,94.0,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,permuted,sub-01,test,0.25578853487968445,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mse,permuted,sub-01,test,0.5271404934937707,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mae,permuted,sub-01,test,0.5038675206910425,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_cosine,permuted,sub-01,test,0.25578852677938907,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mean_pearson,permuted,sub-01,test,0.00542531779123779,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mse,permuted,sub-01,test,15.48966276251022,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mae,permuted,sub-01,test,1.8661846901833252,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
lowlevel/mean_pearson,permuted,sub-01,test,0.004604197602666688,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,permuted,all,test,0.015,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,permuted,all,test,0.035,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,permuted,all,test,0.06,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,permuted,all,test,97.425,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,permuted,all,test,94.0,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,permuted,all,test,0.25578853487968445,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top1,zero,sub-01,test,0.005,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top5,zero,sub-01,test,0.025,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/top10,zero,sub-01,test,0.05,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_rank,zero,sub-01,test,100.5,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/median_rank,zero,sub-01,test,100.5,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
retrieval/mean_cosine,zero,sub-01,test,0.21253082156181335,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mse,zero,sub-01,test,0.551188560200469,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
embedding/mae,zero,sub-01,test,0.5158969792829885,42,outputs\exp03_raw_temporal_200_400_eeg_lowlevel_multitask\checkpoints\best.pt
