metric_name,condition,subject_id,split,value,seed,checkpoint
retrieval/top10,zero,all,test,0.05,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,zero,all,test,100.5,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,zero,all,test,100.5,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,zero,all,test,0.291314035654068,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/top1,noise,sub-01,test,0.005,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/top5,noise,sub-01,test,0.025,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/top10,noise,sub-01,test,0.05,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,noise,sub-01,test,99.905,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,noise,sub-01,test,101.0,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,noise,sub-01,test,0.1874789595603943,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
embedding/mse,noise,sub-01,test,0.5301581363967026,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
embedding/mae,noise,sub-01,test,0.47893549640118643,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
embedding/mean_cosine,noise,sub-01,test,0.18747895746776955,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
embedding/mean_pearson,noise,sub-01,test,0.0013392397606179134,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/top1,noise,all,test,0.005,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/top5,noise,all,test,0.025,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/top10,noise,all,test,0.05,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/mean_rank,noise,all,test,99.905,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/median_rank,noise,all,test,101.0,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
retrieval/mean_cosine,noise,all,test,0.1874789595603943,42,outputs\exp01_raw_channels_17_eeg_to_clip\checkpoints\best.pt
